Rapport SHACL-meting dd;2026-08-16T12:55:55
Gevalideerd RDF-bestand;dewolden_orox.ttl
Gebruikte SHACL-processor;TopBraid 1.4.4
SHACL-meting op basis GWSW;ja
SHACL-meting op basis CFK;MdsPlan
Lokale kwaliteitseisen uit bestand;geen
Gevalideerd op onderdelen;Datatype kenmerk, Waardebereik kenmerk, Collectiewaarde kenmerk, Kardinaliteit, Datatype object, GWSW-relaties, GWSW-types, CFK-types, Verbindingen netwerk
Niet gevalideerd op;Geen, alle metingen gedaan
Maximaal aantal meldingen;onbeperkt

Draaitijd;(200.1 sec bezig)
Rapport 'conforms';false

Focus node;Source;Value;Severity;Message;Path;Detail-message;Detail-value;
knp3573;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0008, hasAspect=knp3573_bre, hasAspect=knp3573_len, hasAspect=knp3573_put, hasAspect=knp3573_mat, hasAspect=knp3573_vor
knp3574;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0010, hasAspect=knp3574_bre, hasAspect=knp3574_len, hasAspect=knp3574_put, hasAspect=knp3574_mat, hasAspect=knp3574_vor
knp3575;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0012, hasAspect=knp3575_bre, hasAspect=knp3575_len, hasAspect=knp3575_put, hasAspect=knp3575_mat, hasAspect=knp3575_vor
knp3571;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0004, hasAspect=knp3571_bre, hasAspect=knp3571_len, hasAspect=knp3571_put, hasAspect=knp3571_mat, hasAspect=knp3571_vor
knp3569;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0002, hasAspect=knp3569_bre, hasAspect=knp3569_len, hasAspect=knp3569_put, hasAspect=knp3569_mat, hasAspect=knp3569_vor
knp3560;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID7075, hasAspect=knp3560_bre, hasAspect=knp3560_len, hasAspect=knp3560_put
knp3599;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0060, hasAspect=knp3599_bre, hasAspect=knp3599_len, hasAspect=knp3599_put, hasAspect=knp3599_mat
knp3501;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID4155, hasAspect=knp3501_bre, hasAspect=knp3501_len, hasAspect=knp3501_put, hasAspect=knp3501_mat, hasAspect=knp3501_vor
knp3529;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID5026, hasAspect=knp3529_bre, hasAspect=knp3529_len, hasAspect=knp3529_put
knp3525;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID4724, hasAspect=knp3525_bre, hasAspect=knp3525_len, hasAspect=knp3525_put, hasAspect=knp3525_mat, hasAspect=knp3525_vor
